lemma,Word,Perc_known,AoA_Kup_lem,nlp,pos
hatchery,hatchery,0.8,12.0,hatchery,PROPN
heifer,heifer,0.83,10.07,heifer,NOUN
heifer,heifers,0.79,10.07,heifers,NOUN
homemaker,homemaker,1.0,8.58,homemaker,PROPN
homemaker,homemakers,0.99,8.58,homemakers,NOUN
hooch,hooch,0.89,13.06,hooch,NOUN
jawbreaker,jawbreaker,1.0,6.89,jawbreaker,PROPN
jawbreaker,jawbreakers,0.99,6.89,jawbreakers,NOUN
labyrinth,labyrinth,0.95,10.53,labyrinth,PROPN
labyrinth,labyrinths,0.94,10.53,labyrinths,NOUN
landlady,landladies,0.94,9.18,landladies,NOUN
landlady,landlady,0.94,9.18,landlady,ADJ
laughter,laughter,1.0,5.39,laughter,NOUN
lubricator,lubricator,1.0,13.05,lubricator,NOUN
marathoner,marathoner,0.84,12.81,marathoner,NOUN
marathoner,marathoners,0.85,12.81,marathoners,NOUN
mead,mead,0.68,11.38,mead,PROPN
mead,meads,0.77,11.38,meads,NOUN
minister,minister,1.0,7.42,minister,PROPN
minister,ministering,1.0,7.42,ministering,VERB
minister,ministers,1.0,7.42,ministers,NOUN
mistress,mistress,1.0,11.72,mistress,NOUN
mistress,mistresses,0.98,11.72,mistresses,NOUN
paddock,paddock,0.67,12.42,paddock,NOUN
paddock,paddocks,0.9,12.42,paddocks,NOUN
print,printing,1.0,8.17,printing,VERB
printing,printings,0.99,8.17,printings,NOUN
pushbutton,pushbutton,0.89,8.5,pushbutton,PROPN
roadside,roadside,1.0,8.26,roadside,NOUN
roadside,roadsides,1.0,8.26,roadsides,NOUN
saddleback,saddleback,1.0,11.11,saddleback,PROPN
silica,silica,0.78,15.86,silica,NOUN
stationmaster,stationmaster,1.0,9.67,stationmaster,PROPN
stationmaster,stationmasters,0.96,9.67,stationmasters,NOUN
stickman,stickman,0.94,6.88,stickman,NOUN
stickman,stickmen,0.91,6.88,stickmen,NOUN
tot,tot,1.0,7.0,tot,PROPN
tot,tots,1.0,7.0,tots,NOUN
transcriber,transcriber,0.94,12.41,transcriber,NOUN
vacuum,vacuum,1.0,6.74,vacuum,NOUN
vacuum,vacuumed,1.0,6.74,vacuumed,VERB
vacuuming,vacuuming,1.0,6.74,vacuuming,NOUN
vacuum,vacuums,1.0,6.74,vacuums,NOUN
weenie,weenie,0.95,6.1,weenie,PROPN
weenie,weenies,1.0,6.1,weenies,NOUN
balsam,balsam,0.74,14.43,balsam,PROPN
balsam,balsams,0.58,14.43,balsams,NOUN
bishop,bishop,1.0,10.5,bishop,PROPN
bishop,bishops,0.91,10.5,bishops,NOUN
booby,boobies,0.99,7.33,boobies,NOUN
booby,booby,1.0,7.33,booby,NOUN
bum,bum,1.0,8.11,bum,INTJ
bummed,bummed,0.99,8.11,bummed,ADJ
bum,bumming,0.99,8.11,bumming,VERB
bum,bums,0.99,8.11,bums,NOUN
cadet,cadet,1.0,9.68,cadet,PROPN
cadet,cadets,1.0,9.68,cadets,NOUN
canoe,canoeing,1.0,7.43,canoeing,VERB
carpeting,carpeting,1.0,6.37,carpeting,NOUN
cerebrum,cerebrum,0.89,12.82,cerebrum,PROPN
citrus,citrus,1.0,6.63,citrus,PROPN
coast,coast,1.0,6.43,coast,PROPN
coast,coasted,1.0,6.43,coasted,VERB
coast,coasting,1.0,6.43,coasting,VERB
coast,coasts,1.0,6.43,coasts,NOUN
colander,colander,0.81,9.0,colander,NOUN
colander,colanders,0.96,9.0,colanders,NOUN
conditioner,conditioner,1.0,7.68,conditioner,NOUN
conditioner,conditioners,1.0,7.68,conditioners,NOUN
cunt,cunt,1.0,13.74,cunt,NOUN
cunt,cunts,0.98,13.74,cunts,NOUN
daybreak,daybreak,1.0,8.1,daybreak,NOUN
dermatologist,dermatologist,1.0,12.62,dermatologist,NOUN
dermatologist,dermatologists,0.76,12.62,dermatologists,NOUN
detective,detective,1.0,6.58,detective,NOUN
detective,detectives,1.0,6.58,detectives,NOUN
digit,digits,0.95,9.02,digits,NOUN
dipper,dipper,0.95,7.72,dipper,PROPN
dipper,dippers,0.99,7.72,dippers,NOUN
doodle,doodle,1.0,8.14,doodle,PROPN
doodle,doodled,0.81,8.14,doodled,VERB
doodle,doodles,0.81,8.14,doodles,NOUN
doodle,doodling,0.81,8.14,doodling,VERB
dossier,dossier,0.84,14.0,dossier,NOUN
dossier,dossiers,0.64,14.0,dossiers,NOUN
drizzle,drizzle,1.0,7.56,drizzle,NOUN
drizzle,drizzled,0.99,7.56,drizzled,VERB
drizzle,drizzles,0.99,7.56,drizzles,NOUN
drumbeat,drumbeat,0.95,8.2,drumbeat,NOUN
drumbeat,drumbeats,0.99,8.2,drumbeats,NOUN
electrician,electrician,1.0,8.75,electrician,PROPN
electrician,electricians,0.92,8.75,electricians,NOUN
enamel,enamel,1.0,12.9,enamel,PROPN
fairway,fairway,0.95,10.72,fairway,NOUN
fairway,fairways,0.98,10.72,fairways,NOUN
freight,freight,0.95,10.56,freight,NOUN
freight,freighted,0.95,10.56,freighted,VERB
freighting,freighting,0.95,10.56,freighting,NOUN
freight,freights,0.95,10.56,freights,NOUN
gatekeeper,gatekeeper,1.0,9.94,gatekeeper,NOUN
gatekeeper,gatekeepers,0.97,9.94,gatekeepers,NOUN
gateman,gateman,0.84,10.12,gateman,PROPN
gatemen,gatemen,0.89,10.12,gatemen,PROPN
greeter,greeter,1.0,9.26,greeter,NOUN
greeter,greeters,0.99,9.26,greeters,NOUN
grotto,grotto,0.83,12.0,grotto,PROPN
grotto,grottoes,0.81,12.0,grottoes,NOUN
guidepost,guidepost,0.89,9.76,guidepost,PROPN
hamper,hamper,1.0,6.8,hamper,VERB
hamper,hampered,1.0,6.8,hampered,VERB
hamper,hampers,1.0,6.8,hampers,NOUN
harvester,harvester,1.0,9.53,harvester,NOUN
harvester,harvesters,0.98,9.53,harvesters,NOUN
headlock,headlock,1.0,10.0,headlock,NOUN
heroine,heroine,1.0,10.68,heroine,NOUN
heroine,heroines,0.99,10.68,heroines,NOUN
hip,hip,1.0,6.17,hip,NOUN
hip,hipper,0.99,6.17,hipper,ADJ
hippest,hippest,0.99,6.17,hippest,X
hip,hips,0.99,6.17,hips,NOUN
kernel,kernel,1.0,8.74,kernel,NOUN
kernel,kernels,1.0,8.74,kernels,NOUN
landmass,landmass,0.95,10.0,landmass,NOUN
landscaping,landscaping,1.0,11.0,landscaping,NOUN
lesbian,lesbian,1.0,13.05,lesbian,ADJ
lesbians,lesbians,0.99,13.05,lesbians,PROPN
light,light,1.0,4.05,light,NOUN
light,lighted,1.0,4.05,lighted,VERB
light,lightest,1.0,4.05,lightest,ADJ
light,lights,1.0,4.05,lights,NOUN
light,lit,1.0,4.05,lit,VERB
lodging,lodgings,1.0,9.94,lodgings,NOUN
loiterer,loiterer,0.86,11.58,loiterer,NOUN
loiterer,loiterers,0.91,11.58,loiterers,NOUN
magician,magician,1.0,5.37,magician,NOUN
magician,magicians,1.0,5.37,magicians,NOUN
moleskin,moleskin,0.84,12.94,moleskin,NOUN
nanny,nannies,1.0,6.67,nannies,NOUN
nanny,nanny,1.0,6.67,nanny,NOUN
nougat,nougat,0.78,9.07,nougat,PROPN
nougats,nougats,0.84,9.07,nougats,PROPN
novel,novel,1.0,9.5,novel,PROPN
novel,novels,0.93,9.5,novels,NOUN
operator,operator,1.0,7.95,operator,NOUN
operator,operators,1.0,7.95,operators,NOUN
platelet,platelet,0.89,12.53,platelet,NOUN
platelet,platelets,0.93,12.53,platelets,NOUN
propellant,propellant,0.94,12.94,propellant,NOUN
prostate,prostate,1.0,15.0,prostate,NOUN
puss,puss,0.89,8.5,puss,INTJ
puss,pusses,0.97,8.5,pusses,NOUN
ranger,ranger,1.0,8.67,ranger,PROPN
ranger,rangers,0.98,8.67,rangers,NOUN
rower,rower,0.94,8.71,rower,NOUN
rower,rowers,0.93,8.71,rowers,NOUN
saber,saber,0.94,7.29,saber,PROPN
saber,sabers,0.95,7.29,sabers,NOUN
semicircle,semicircle,1.0,7.95,semicircle,PROPN
semicircles,semicircles,1.0,7.95,semicircles,X
shard,shard,1.0,9.9,shard,NOUN
shard,shards,0.95,9.9,shards,NOUN
shoeshine,shoeshine,1.0,7.05,shoeshine,NOUN
sodium,sodium,1.0,9.72,sodium,NOUN
spot,spot,1.0,5.39,spot,NOUN
spot,spots,1.0,5.39,spots,NOUN
spot,spotted,1.0,5.39,spotted,VERB
spot,spotting,1.0,5.39,spotting,VERB
squeezer,squeezer,0.89,8.12,squeezer,NOUN
squeezer,squeezers,0.96,8.12,squeezers,NOUN
stake,stake,1.0,8.47,stake,NOUN
stake,staked,0.97,8.47,staked,VERB
stake,stakes,0.97,8.47,stakes,NOUN
stake,staking,0.97,8.47,staking,VERB
summit,summit,1.0,10.11,summit,PROPN
summit,summits,0.98,10.11,summits,NOUN
sunshine,sunshine,1.0,4.58,sunshine,NOUN
superintendent,superintendent,1.0,8.5,superintendent,NOUN
superintendent,superintendents,0.97,8.5,superintendents,NOUN
symphony,symphonies,0.98,8.33,symphonies,NOUN
symphony,symphony,1.0,8.33,symphony,PROPN
townspeople,townspeople,1.0,7.94,townspeople,NOUN
troop,troops,1.0,7.84,troops,NOUN
tundra,tundra,1.0,12.06,tundra,PROPN
typeface,typeface,0.95,13.28,typeface,NOUN
underpass,underpass,1.0,9.16,underpass,NOUN
underpass,underpasses,1.0,9.16,underpasses,NOUN
warhorse,warhorse,0.9,13.22,warhorse,NOUN
warhorse,warhorses,0.9,13.22,warhorses,NOUN
workingman,workingman,1.0,10.56,workingman,NOUN
workingman,workingmen,0.95,10.56,workingmen,NOUN
benzene,benzene,0.95,14.16,benzene,NOUN
benzene,benzenes,0.96,14.16,benzenes,NOUN
boilermaker,boilermaker,1.0,13.0,boilermaker,PROPN
boilermaker,boilermakers,0.74,13.0,boilermakers,NOUN
bouillon,bouillon,0.94,13.41,bouillon,NOUN
carrier,carrier,1.0,8.26,carrier,PROPN
carrier,carriers,1.0,8.26,carriers,NOUN
chancellor,chancellor,1.0,11.45,chancellor,PROPN
chancellor,chancellors,0.86,11.45,chancellors,NOUN
clot,clot,1.0,11.05,clot,NOUN
clot,clots,0.99,11.05,clots,NOUN
clot,clotted,0.99,11.05,clotted,VERB
clot,clotting,0.99,11.05,clotting,VERB
contractor,contractor,1.0,10.16,contractor,NOUN
contractor,contractors,0.99,10.16,contractors,NOUN
cutlass,cutlass,0.89,11.81,cutlass,PROPN
cutlass,cutlasses,0.88,11.81,cutlasses,NOUN
dinghy,dinghies,0.92,10.67,dinghies,NOUN
dinghy,dinghy,0.9,10.67,dinghy,PROPN
forelimb,forelimb,0.84,13.31,forelimb,NOUN
goulash,goulash,0.95,8.89,goulash,PROPN
hitcher,hitcher,1.0,10.56,hitcher,PROPN
hitcher,hitchers,0.95,10.56,hitchers,NOUN
laceration,laceration,0.94,13.41,laceration,NOUN
laceration,lacerations,0.92,13.41,lacerations,NOUN
liner,liner,1.0,7.42,liner,NOUN
liner,liners,1.0,7.42,liners,NOUN
loafer,loafer,1.0,11.94,loafer,NOUN
loafer,loafers,0.94,11.94,loafers,NOUN
mascot,mascot,1.0,9.5,mascot,NOUN
mascot,mascots,0.93,9.5,mascots,NOUN
month,month,1.0,5.79,month,NOUN
month,months,1.0,5.79,months,NOUN
moviemaker,moviemaker,1.0,10.0,moviemaker,PROPN
moviemaker,moviemakers,0.93,10.0,moviemakers,NOUN
mutant,mutant,1.0,10.0,mutant,ADJ
mutant,mutants,0.93,10.0,mutants,NOUN
peak,peak,1.0,7.11,peak,NOUN
peak,peaked,1.0,7.11,peaked,VERB
peak,peaking,1.0,7.11,peaking,VERB
peak,peaks,1.0,7.11,peaks,NOUN
pilaf,pilaf,0.89,12.25,pilaf,NOUN
poker,poker,1.0,9.1,poker,PROPN
poker,pokers,1.0,9.1,pokers,NOUN
pterodactyl,pterodactyl,0.79,10.33,pterodactyl,PROPN
pterodactyls,pterodactyls,0.93,10.33,pterodactyls,ADJ
rafting,rafting,1.0,8.1,rafting,NOUN
seltzer,seltzer,1.0,11.11,seltzer,PROPN
snaggletooth,snaggletooth,0.89,9.88,snaggletooth,ADJ
tribeswoman,tribeswoman,0.95,10.45,tribeswoman,NOUN
triggerman,triggerman,0.89,13.62,triggerman,NOUN
truckload,truckload,1.0,7.95,truckload,NOUN
truckload,truckloads,1.0,7.95,truckloads,NOUN
vaporizer,vaporizer,1.0,10.67,vaporizer,NOUN
vocalist,vocalist,1.0,10.63,vocalist,NOUN
vocalist,vocalists,0.99,10.63,vocalists,NOUN
yodel,yodel,1.0,8.16,yodel,NOUN
yodeled,yodeled,1.0,8.16,yodeled,ADJ
yodeling,yodeling,1.0,8.16,yodeling,NOUN
yodel,yodels,1.0,8.16,yodels,NOUN
adobe,adobe,0.95,12.22,adobe,PROPN
backbone,backbone,1.0,6.95,backbone,NOUN
backbone,backbones,1.0,6.95,backbones,NOUN
backstreet,backstreet,0.95,11.11,backstreet,PROPN
backstreet,backstreets,0.97,11.11,backstreets,NOUN
bandstand,bandstand,0.95,9.0,bandstand,NOUN
brooch,brooch,0.94,10.71,brooch,PROPN
brooch,brooches,0.87,10.71,brooches,NOUN
captain,captain,1.0,6.06,captain,PROPN
captain,captained,0.98,6.06,captained,VERB
captain,captaining,0.98,6.06,captaining,VERB
captain,captains,0.98,6.06,captains,NOUN
cent,cent,1.0,6.0,cent,NOUN
cent,cents,0.99,6.0,cents,NOUN
cesspool,cesspool,0.85,13.65,cesspool,NOUN
cesspool,cesspools,0.93,13.65,cesspools,NOUN
chronograph,chronograph,0.75,13.4,chronograph,PROPN
churchman,churchman,0.95,8.84,churchman,NOUN
churchman,churchmen,0.99,8.84,churchmen,NOUN
cook,cooking,1.0,5.1,cooking,VERB
cremator,cremator,0.89,14.19,cremator,NOUN
critter,critter,1.0,7.14,critter,PROPN
critter,critters,1.0,7.14,critters,NOUN
cubbyhole,cubbyhole,1.0,6.5,cubbyhole,NOUN
cubbyhole,cubbyholes,0.99,6.5,cubbyholes,NOUN
curd,curd,1.0,10.17,curd,NOUN
curds,curds,0.96,10.17,curds,VERB
dockside,dockside,1.0,8.37,dockside,PROPN
dockside,docksides,1.0,8.37,docksides,NOUN
druggist,druggist,1.0,13.0,druggist,NOUN
druggist,druggists,0.74,13.0,druggists,NOUN
flyer,flyer,1.0,7.44,flyer,NOUN
flyer,flyers,0.99,7.44,flyers,NOUN
fundraiser,fundraiser,1.0,9.11,fundraiser,NOUN
fundraiser,fundraisers,0.99,9.11,fundraisers,NOUN
garb,garb,1.0,12.05,garb,NOUN
garbs,garbs,0.99,12.05,garbs,NOUN
glossary,glossary,0.94,9.06,glossary,PROPN
grenadine,grenadine,0.95,14.0,grenadine,NOUN
groundsman,groundsman,0.89,10.88,groundsman,NOUN
guardroom,guardroom,1.0,12.24,guardroom,PROPN
haymaker,haymaker,0.89,11.06,haymaker,PROPN
haymaker,haymakers,0.95,11.06,haymakers,NOUN
hobbyhorse,hobbyhorse,0.89,8.35,hobbyhorse,PROPN
inmate,inmate,1.0,8.9,inmate,NOUN
inmate,inmates,0.99,8.9,inmates,NOUN
islander,islander,0.9,10.16,islander,PROPN
islander,islanders,0.99,10.16,islanders,NOUN
jugular,jugular,0.95,12.95,jugular,NOUN
jugular,jugulars,0.99,12.95,jugulars,NOUN
lottery,lottery,1.0,9.33,lottery,NOUN
merchantman,merchantman,0.89,11.12,merchantman,NOUN
merchantman,merchantmen,0.88,11.12,merchantmen,NOUN
microbe,microbe,0.95,12.61,microbe,NOUN
microbe,microbes,0.97,12.61,microbes,NOUN
morsel,morsel,0.95,8.78,morsel,NOUN
morsel,morsels,0.99,8.78,morsels,NOUN
nickelodeon,nickelodeon,1.0,8.78,nickelodeon,PROPN
noggin,noggin,1.0,6.11,noggin,NOUN
noggin,noggins,1.0,6.11,noggins,NOUN
passkey,passkey,0.78,13.07,passkey,NOUN
passkey,passkeys,0.8,13.07,passkeys,NOUN
polisher,polisher,1.0,10.89,polisher,NOUN
polisher,polishers,0.98,10.89,polishers,NOUN
prosthesis,prosthesis,0.95,13.22,prosthesis,X
pulse,pulse,1.0,10.21,pulse,NOUN
pulse,pulses,0.98,10.21,pulses,NOUN
pulse,pulsing,0.98,10.21,pulsing,VERB
roaster,roaster,1.0,9.48,roaster,NOUN
router,router,1.0,12.68,router,NOUN
router,routers,0.99,12.68,routers,NOUN
sassafras,sassafras,0.83,10.53,sassafras,PROPN
schoolmistress,schoolmistress,0.8,14.0,schoolmistress,PROPN
scout,scouts,1.0,6.41,scouts,NOUN
separator,separator,1.0,9.33,separator,NOUN
separator,separators,0.96,9.33,separators,NOUN
shipload,shipload,1.0,8.68,shipload,NOUN
shipload,shiploads,0.99,8.68,shiploads,NOUN
silencer,silencer,0.95,11.84,silencer,NOUN
silencer,silencers,0.97,11.84,silencers,NOUN
splash,splash,1.0,3.67,splash,NOUN
splash,splashed,1.0,3.67,splashed,VERB
splash,splashes,1.0,3.67,splashes,NOUN
splash,splashing,1.0,3.67,splashing,VERB
stock,stock,1.0,9.22,stock,NOUN
stock,stocked,0.99,9.22,stocked,VERB
stock,stocks,0.99,9.22,stocks,NOUN
sty,sty,0.89,8.65,sty,PROPN
template,template,1.0,11.44,template,NOUN
template,templates,0.92,11.44,templates,NOUN
tetanus,tetanus,1.0,11.0,tetanus,NOUN
tollhouse,tollhouse,1.0,12.47,tollhouse,PROPN
tollhouses,tollhouses,0.92,12.47,tollhouses,PROPN
wagonload,wagonload,0.9,8.78,wagonload,PROPN
whistle,whistling,1.0,6.32,whistling,VERB
wholegrain,wholegrain,1.0,13.19,wholegrain,NOUN
acre,acre,1.0,9.8,acre,PROPN
acre,acres,0.96,9.8,acres,NOUN
amphetamine,amphetamine,0.95,15.53,amphetamine,NOUN
amphetamine,amphetamines,0.89,15.53,amphetamines,NOUN
buggy,buggies,1.0,6.95,buggies,NOUN
buggy,buggy,0.9,6.95,buggy,PROPN
caregiver,caregiver,1.0,8.83,caregiver,NOUN
caregiver,caregivers,0.99,8.83,caregivers,NOUN
channel,channel,1.0,5.79,channel,PROPN
channel,channeling,1.0,5.79,channeling,VERB
channel,channels,1.0,5.79,channels,NOUN
connector,connector,1.0,8.95,connector,NOUN
cosmologist,cosmologist,0.89,12.41,cosmologist,NOUN
cowpox,cowpox,0.53,11.5,cowpox,NOUN
curtsey,curtsey,0.99,8.79,curtsey,VERB
curtseying,curtseying,0.99,8.79,curtseying,PROPN
curtsy,curtsies,0.99,8.79,curtsies,NOUN
curtsy,curtsy,1.0,8.79,curtsy,ADJ
curtsying,curtsying,0.99,8.79,curtsying,PROPN
fart,fart,1.0,5.78,fart,VERB
fart,farted,0.98,5.78,farted,VERB
fart,farting,0.98,5.78,farting,VERB
fart,farts,0.98,5.78,farts,NOUN
footstep,footstep,1.0,5.38,footstep,NOUN
glasswork,glasswork,1.0,10.68,glasswork,NOUN
hogtie,hogtie,0.83,10.47,hogtie,NOUN
lactose,lactose,0.94,13.06,lactose,NOUN
massage,massage,1.0,10.9,massage,NOUN
massage,massaged,0.96,10.9,massaged,VERB
massage,massages,0.96,10.9,massages,NOUN
massage,massaging,0.96,10.9,massaging,VERB
metalworker,metalworker,1.0,11.0,metalworker,PROPN
microprocessor,microprocessor,0.95,15.48,microprocessor,PROPN
microprocessor,microprocessors,0.95,15.48,microprocessors,NOUN
obituary,obituaries,0.97,9.44,obituaries,NOUN
obituary,obituary,0.89,9.44,obituary,PROPN
ovary,ovaries,0.99,12.26,ovaries,NOUN
ovary,ovary,1.0,12.26,ovary,NOUN
painkiller,painkiller,0.94,11.59,painkiller,NOUN
painkiller,painkillers,0.91,11.59,painkillers,NOUN
pimp,pimp,1.0,12.78,pimp,NOUN
pimp,pimped,0.91,12.78,pimped,VERB
pimp,pimping,0.91,12.78,pimping,VERB
pimp,pimps,0.91,12.78,pimps,NOUN
prizefighter,prizefighter,1.0,11.39,prizefighter,NOUN
prizefighter,prizefighters,0.98,11.39,prizefighters,NOUN
proctologist,proctologist,0.76,15.44,proctologist,NOUN
proctologist,proctologists,0.7,15.44,proctologists,NOUN
senorita,senorita,1.0,11.05,senorita,PROPN
senorita,senoritas,0.99,11.05,senoritas,NOUN
shank,shank,0.95,11.89,shank,NOUN
shank,shanks,0.96,11.89,shanks,NOUN
snort,snort,1.0,7.42,snort,VERB
snort,snorted,1.0,7.42,snorted,VERB
snort,snorting,1.0,7.42,snorting,VERB
snort,snorts,1.0,7.42,snorts,VERB
spam,spam,1.0,13.58,spam,NOUN
spiral,spiral,1.0,8.89,spiral,NOUN
spiral,spiraled,0.99,8.89,spiraled,VERB
spiral,spiraling,0.99,8.89,spiraling,VERB
spiral,spirals,0.99,8.89,spirals,NOUN
steppingstone,steppingstone,1.0,12.16,steppingstone,NOUN
tannery,tanneries,0.7,13.4,tanneries,NOUN
tannery,tannery,0.83,13.4,tannery,NOUN
trainload,trainload,1.0,9.11,trainload,NOUN
trainload,trainloads,0.99,9.11,trainloads,NOUN
vampire,vampire,1.0,7.16,vampire,NOUN
vampire,vampires,1.0,7.16,vampires,NOUN
art,art,1.0,6.21,art,NOUN
aunt,aunt,1.0,3.8,aunt,PROPN
aunt,aunts,1.0,3.8,aunts,NOUN
backstop,backstop,0.74,9.57,backstop,NOUN
barmaid,barmaid,0.83,12.47,barmaid,X
barmaid,barmaids,0.92,12.47,barmaids,NOUN
bassist,bassist,0.95,11.67,bassist,NOUN
breakwater,breakwater,0.61,12.27,breakwater,PROPN
buckskin,buckskin,0.94,10.06,buckskin,NOUN
buckskin,buckskins,0.96,10.06,buckskins,NOUN
bulkhead,bulkhead,0.78,13.07,bulkhead,NOUN
bulkhead,bulkheads,0.8,13.07,bulkheads,NOUN
businessperson,businessperson,1.0,9.84,businessperson,NOUN
bystander,bystander,1.0,11.06,bystander,NOUN
bystander,bystanders,0.95,11.06,bystanders,NOUN
cardiograph,cardiograph,0.83,13.47,cardiograph,PROPN
cardiographs,cardiographs,0.9,13.47,cardiographs,PROPN
carnivore,carnivore,0.95,11.0,carnivore,NOUN
carnivore,carnivores,0.88,11.0,carnivores,NOUN
contestant,contestant,1.0,8.21,contestant,NOUN
contestant,contestants,1.0,8.21,contestants,NOUN
counter,counter,1.0,7.11,counter,X
counter,countered,1.0,7.11,countered,VERB
counter,countering,1.0,7.11,countering,VERB
counter,counters,1.0,7.11,counters,NOUN
country,countries,1.0,7.05,countries,NOUN
country,country,1.0,7.05,country,NOUN
curbside,curbside,1.0,10.72,curbside,NOUN
eclipse,eclipse,1.0,10.21,eclipse,PROPN
eclipse,eclipsed,0.98,10.21,eclipsed,VERB
eclipse,eclipses,0.98,10.21,eclipses,NOUN
ejaculation,ejaculation,0.94,13.18,ejaculation,NOUN
entertainer,entertainer,1.0,7.85,entertainer,NOUN
entertainer,entertainers,1.0,7.85,entertainers,NOUN
estuary,estuary,0.68,14.13,estuary,PROPN
executioner,executioner,1.0,9.79,executioner,NOUN
executioner,executioners,0.99,9.79,executioners,NOUN
fixture,fixture,0.95,8.53,fixture,NOUN
fixture,fixtures,0.97,8.53,fixtures,NOUN
fortuneteller,fortuneteller,1.0,8.0,fortuneteller,NOUN
fortuneteller,fortunetellers,0.95,8.0,fortunetellers,NOUN
foxhunt,foxhunt,0.94,9.94,foxhunt,PROPN
foxhunt,foxhunting,0.95,10.39,foxhunting,VERB
fuchsia,fuchsia,1.0,11.32,fuchsia,NOUN
fuchsia,fuchsias,0.99,11.32,fuchsias,NOUN
fund,funds,1.0,9.22,funds,NOUN
gallop,gallop,1.0,8.32,gallop,PROPN
gallop,galloped,0.99,8.32,galloped,VERB
gallop,gallops,0.99,8.32,gallops,NOUN
grin,grin,1.0,5.84,grin,NOUN
grin,grinned,1.0,5.84,grinned,VERB
grin,grins,1.0,5.84,grins,NOUN
hieroglyph,hieroglyph,0.89,9.53,hieroglyph,PROPN
hieroglyphs,hieroglyphs,0.98,9.53,hieroglyphs,ADJ
hobbit,hobbit,0.95,11.67,hobbit,PROPN
hydrochloride,hydrochloride,1.0,13.95,hydrochloride,NOUN
ironworks,ironworks,0.72,12.23,ironworks,PROPN
minesweeper,minesweeper,0.94,11.12,minesweeper,NOUN
minesweeper,minesweepers,0.88,11.12,minesweepers,NOUN
mucous,mucous,0.89,10.35,mucous,ADJ
opiate,opiate,0.84,14.44,opiate,NOUN
opiate,opiates,0.78,14.44,opiates,NOUN
oxbow,oxbow,0.65,11.23,oxbow,PROPN
plasma,plasma,1.0,13.05,plasma,NOUN
porkpie,porkpie,0.79,11.4,porkpie,PROPN
porkpie,porkpies,0.83,11.4,porkpies,NOUN
print,print,1.0,7.67,print,NOUN
print,printed,0.99,7.67,printed,VERB
print,prints,0.99,7.67,prints,NOUN
product,product,1.0,8.05,product,NOUN
product,products,1.0,8.05,products,NOUN
puppeteer,puppeteer,1.0,8.21,puppeteer,NOUN
puppeteer,puppeteers,1.0,8.21,puppeteers,NOUN
quintet,quintet,0.84,10.38,quintet,X
radium,radium,1.0,14.1,radium,NOUN
riptide,riptide,0.95,10.39,riptide,PROPN
riptide,riptides,0.98,10.39,riptides,NOUN
riveter,riveter,1.0,11.21,riveter,PROPN
sealer,sealer,0.94,10.12,sealer,NOUN
sealer,sealers,0.89,10.12,sealers,NOUN
sip,sip,1.0,4.26,sip,VERB
sip,sipped,1.0,4.26,sipped,VERB
sip,sipping,1.0,4.26,sipping,VERB
sip,sips,1.0,4.26,sips,VERB
sunbath,sunbath,1.0,9.6,sunbath,VERB
sunbaths,sunbaths,0.94,9.6,sunbaths,PROPN
sundown,sundown,1.0,6.11,sundown,PROPN
telegrapher,telegrapher,0.9,10.84,telegrapher,NOUN
ton,ton,1.0,7.42,ton,NOUN
ton,tons,1.0,7.42,tons,NOUN
toner,toner,0.95,14.16,toner,NOUN
toner,toners,0.96,14.16,toners,NOUN
trough,trough,0.94,8.41,trough,NOUN
trough,troughs,0.94,8.41,troughs,NOUN
twin,twin,1.0,6.06,twin,ADJ
twinning,twinning,0.98,6.06,twinning,NOUN
twin,twins,0.98,6.06,twins,NOUN
warrior,warrior,1.0,8.25,warrior,NOUN
warrior,warriors,0.94,8.25,warriors,NOUN
watcher,watcher,1.0,6.32,watcher,NOUN
watcher,watchers,1.0,6.32,watchers,NOUN
welding,welding,1.0,10.16,welding,NOUN
werewolf,werewolf,1.0,7.2,werewolf,NOUN
werewolf,werewolves,0.99,7.2,werewolves,NOUN
witch,witch,1.0,4.78,witch,NOUN
witch,witches,1.0,4.78,witches,NOUN
boilerplate,boilerplate,0.78,13.57,boilerplate,ADJ
colonoscopy,colonoscopies,0.9,15.76,colonoscopies,NOUN
colonoscopy,colonoscopy,0.94,15.76,colonoscopy,NOUN
curbstone,curbstone,0.89,10.82,curbstone,PROPN
curbstones,curbstones,0.9,10.82,curbstones,PROPN
defecation,defecation,1.0,12.72,defecation,NOUN
dialer,dialer,1.0,11.15,dialer,NOUN
dialer,dialers,0.89,11.15,dialers,NOUN
electrocardiogram,electrocardiogram,0.78,13.29,electrocardiogram,PROPN
gangrene,gangrene,0.94,11.94,gangrene,NOUN
ingredient,ingredients,1.0,6.69,ingredients,NOUN
maestro,maestro,0.95,11.58,maestro,PROPN
maestro,maestros,0.91,11.58,maestros,NOUN
organism,organism,1.0,10.61,organism,NOUN
organism,organisms,0.99,10.61,organisms,NOUN
polystyrene,polystyrene,0.67,15.64,polystyrene,NOUN
potboiler,potboiler,0.68,12.92,potboiler,NOUN
psychotherapist,psychotherapist,0.94,15.06,psychotherapist,NOUN
psychotherapist,psychotherapists,0.89,15.06,psychotherapists,NOUN
puree,puree,0.95,10.94,puree,NOUN
splicer,splicer,0.8,14.94,splicer,NOUN
squire,squire,0.89,11.0,squire,PROPN
squires,squires,0.88,11.0,squires,PROPN
